"sample","day","vaccine","fish","jaw","wt"
"4",505,"4","387","0",1960
"5",901,"4","387","0",7510
"1",0,"2","388","0",55
"2",82,"2","388","0",79
"3",246,"2","388","0",722
"4",505,"2","388","0",2300
"5",901,"2","388","0",7420
"1",0,"2","389","0",35
"2",82,"2","389","0",40
"3",246,"2","389","0",388
"4",505,"2","389","0",1230
"5",901,"2","389","0",5960
"1",0,"3","390","0",79
"2",82,"3","390","0",92
"3",246,"3","390","0",760
"4",505,"3","390","0",2350
"5",901,"3","390","0",6560
"1",0,"2","391","0",70
"2",82,"2","391","0",95
"3",246,"2","391","0",795
"4",505,"2","391","0",3530
"5",901,"2","391","0",4790
"1",0,"4","392","1",58
"2",82,"4","392","1",72
"3",246,"4","392","1",690
"4",505,"4","392","1",1680
"5",901,"4","392","1",6090
"1",0,"3","393","0",55
"2",82,"3","393","0",91
"3",246,"3","393","0",680
"4",505,"3","393","0",1980
"5",901,"3","393","0",5250
"1",0,"2","394","0",65
"2",82,"2","394","0",79
"3",246,"2","394","0",612
"4",505,"2","394","0",1420
"5",901,"2","394","0",5420
"1",0,"4","395","0",51
"2",82,"4","395","0",60
"3",246,"4","395","0",570
"4",505,"4","395","0",2130
"5",901,"4","395","0",8160
"1",0,"1","396","0",65
"2",82,"1","396","0",89
"3",246,"1","396","0",598
"4",505,"1","396","0",2110
"5",901,"1","396","0",4510
"1",0,"3","397","0",55
"2",82,"3","397","0",73
"3",246,"3","397","0",600
"4",505,"3","397","0",2500
"5",901,"3","397","0",3700
"1",0,"1","398","0",54
"2",82,"1","398","0",68
"3",246,"1","398","0",608
"4",505,"1","398","0",1280
"5",901,"1","398","0",5290
"1",0,"2","399","0",62
"2",82,"2","399","0",81
"3",246,"2","399","0",990
"4",505,"2","399","0",3210
"5",901,"2","399","0",8770
"1",0,"2","400","0",72
"2",82,"2","400","0",97
"3",246,"2","400","0",798
"4",505,"2","400","0",1870
"5",901,"2","400","0",4660
